LINE	NUM	ROOM	CHAR	Acte	TEXT_FR	TEXT_EN	COMMENTAIRES / intégration métadonnées
A01N01_Abi_LIV_00200	00200	LIVINGROOM	Abigail 	A01N01	 Je ne devrais même pas avoir à me justifier. Il est évident qu’en tant qu’aînée, c’est à moi qu’il doit revenir.	I shouldn’t have to explain myself. It’s obvious that as the eldest, I should take care of the Manor.	Done
A01N01_Abi_LIV_00201	00200	LIVINGROOM	Abigail 	A01N01	Vous ne trouverez de toute façon personne qui le mérite ici.	Anyway, you will not find anyone worthy of it in these walls.	Done
A01N01_Abi_LIV_00210	00210	LIVINGROOM	Abigail 	A01N01	 <color=#9d4184ff>Je vous aiderai à le prouver.</color>	<color=#9d4184ff>I will help you to prove it.</color>	Done
A01N01_Kim_LIV_00220	00220	LIVINGROOM	Kim 	A01N01	 Qu’avez-vous à dire sur les autres, alors ?	What do you have to say about the others, then?	Done
A01N01_Abi_LIV_00230	00230	LIVINGROOM	Abigail 	A01N01	 Pour l’instant, rien.	For now, nothing.	Done
A01N01_Abi_LIV_00231	00230	LIVINGROOM	Abigail 	A01N01	Je préfère que vous vous forgiez votre propre idée, que vous ne puissiez pas dire que je vous influence ou que je dis du mal des autres…	I would rather let you make your mind up by yourself, so you cannot say that I influenced you or that I badmouth others.	Done
A01N01_Abi_LIV_00232	00230	LIVINGROOM	Abigail 	A01N01	Mais <color=#9d4184ff>si vous avez des questions plus précises, plus tard, je partagerai mon avis si vous me le demandez. </color>	That said, <color=#9d4184ff>if you have more precise questions later on, I will share my opinion if you ask. </color>	Done
A01N01_Kim_LIV_00240	00240	LIVINGROOM	Kim 	A01N01	 Merci.	Thank you.	Done
A01N01_Abi_LIV_00250	00250	LIVINGROOM	Abigail 	A01N01	 Rien. Forgez-vous votre propre idée.	Nothing. Please make your mind up by yourself.	Done
A01N01_Abi_LIV_00251	00250	LIVINGROOM	Abigail 	A01N01	Vous ne pourrez pas dire que je vous influence ou que je dis du mal des autres.	I refuse to hear you say that I have influenced you or that I badmouth others.	Done
A01N01_Kim_LIV_00260	00260	LIVINGROOM	Kim 	A01N01	 Soit.	Alright.	Done
A01N01_Kim_LIV_00270	00270	LIVINGROOM	Kim 	A01N01	 Qui est Ophélie Beaumont ?	Who is Ophélie Beaumont?	Done
A01N01_NAR_LIV_00280	00280	LIVINGROOM	NARRATEUR 	A01N01	 Elle ne semble pas très heureuse que je soulève le sujet.	She doesn’t seem very happy that I raise the topic.	Done
A01N01_Abi_LIV_00290	00290	LIVINGROOM	Abigail 	A01N01	 Bonne question. Elle est arrivée peu avant vous, en vérité. Elle soutient être notre demi-sœur.	That is a good question. She arrived a short time before you, to tell the truth. She claims to be our half-sister.	Done
A01N01_Kim_LIV_00300	00300	LIVINGROOM	Kim 	A01N01	 Vous ne l’appréciez pas ?	Do you not like her?	Done
A01N01_Abi_LIV_00310	00310	LIVINGROOM	Abigail 	A01N01	 Je ne la connais pas.	I do not know her.	Done
A01N01_Kim_LIV_00320	00320	LIVINGROOM	Kim 	A01N01	 Et vous la croyez ?	And do you believe her?	Done
A01N01_Abi_LIV_00330	00330	LIVINGROOM	Abigail 	A01N01	 Je lui laisse le bénéfice du doute. En attendant que cette histoire soit démêlée, elle est bien sûr la bienvenue au Manoir.	I give her the benefit of the doubt. While we entangle this matter, she is of course welcome to the Manor.	Done
A01N01_NAR_LIV_00340	00340	LIVINGROOM	NARRATEUR 	A01N01	 Moins la bienvenue que d’autres, c’est assez clair.	Less welcome than others, though, that’s pretty clear.	Done
A01N01_Kim_LIV_00350	00350	LIVINGROOM	Kim 	A01N01	 Que faîtes-vous ?	What are you doing?	Done
A01N01_Abi_LIV_00360	00360	LIVINGROOM	Abigail 	A01N01	 J’écris un poème.	I am writing a poem.	Done
A01N01_Kim_LIV_00370	00370	LIVINGROOM	Kim 	A01N01	 M’autoriseriez-vous à le lire ?	Would you let me read it?	Done
A01N01_Abi_LIV_00380	00380	LIVINGROOM	Abigail 	A01N01	 Je peux vous le réciter.	I can recite it to you.	Done
A01N01_NAR_LIV_00390	00390	LIVINGROOM	NARRATEUR 	A01N01	 Elle prend une inspiration, relit vaguement avant de commencer à voix haute.	She takes a long breath, vaguely glances over it and starts.	Done
A01N01_Abi_LIV_00400	00400	LIVINGROOM	Abigail 	A01N01	 <color=#9d4184ff>Manoir.</color>	<color=#9d4184ff>Dear Manor</color>	Done
A01N01_Abi_LIV_00410	00410	LIVINGROOM	Abigail_POEME 	A01N01	 Je connais tellement chacun de tes couloirs,	I know so very well each of your corridors	AFFICHAGE POEME DIFFERENT ???
A01N01_Abi_LIV_00420	00420	LIVINGROOM	Abigail_POEME 	A01N01	 Ton labyrinthe obscur où les autres s’égarent,	The labyrinth in which the rest will lose their way;	AFFICHAGE POEME DIFFERENT ???
A01N01_Abi_LIV_00430	00430	LIVINGROOM	Abigail_POEME 	A01N01	 Que lorsqu’ils se promènent avec leur air hagard	When they wander with their crazed looks and walk astray	AFFICHAGE POEME DIFFERENT ???
A01N01_Abi_LIV_00440	00440	LIVINGROOM	Abigail_POEME 	A01N01	 Je suis seule à savoir où se tient le parloir.	I am the only one who can find the parlors.	AFFICHAGE POEME DIFFERENT ???
A01N01_Abi_LIV_00450	00450	LIVINGROOM	Abigail 	A01N01	 …	…	Done
A01N01_Abi_LIV_00460	00460	LIVINGROOM	Abigail 	A01N01	 Excusez-moi, il n’y a que la première strophe qui ressemble à quelque chose, pour l’instant.	Please forgive me; the first stanza is the only one that is close to finished for now.	Done
A01N01_Abi_LIV_00461	00460	LIVINGROOM	Abigail 	A01N01	J’essaie de capturer l’essence de cet endroit. Il est tellement immense, j’ai tant de salles à décrire.	I am trying to capture the essence of this place. It is so huge, I have so many rooms to describe.	Done
A01N01_Kim_LIV_00470	00470	LIVINGROOM	Kim 	A01N01	 C’est magnifique. Merci de votre confiance.	It’s astounding. Thank you for your trust.	Done
A01N01_Abi_LIV_00480	00480	LIVINGROOM	Abigail 	A01N01	 C’est personnel.	It’s personal.	Done
A01N01_Kim_LIV_00490	00490	LIVINGROOM	Kim 	A01N01	 D’accord, excusez-moi.	Alright, sorry.	Done
A01N01_Abi_LIV_00500	00500	LIVINGROOM	Abigail 	A01N01	 J’ai bien peur que ça ne vous regarde pas.	I’m afraid it is none of your business.	Done
A01N01_Kim_LIV_00510	00510	LIVINGROOM	Kim 	A01N01	 Je ne veux pas déranger plus longtemps.	I don’t want to bother you any longer.	Done
A01N01_NAR_LIV_00520	00520	LIVINGROOM	NARRATEUR 	A01N01	 Elle a toujours l’air occupé… Elle lève la tête, c’est l’occasion.	She still looks busy… She’s raising her head, now is the moment.	Done
A01N01_Abi_LIV_00530	00530	LIVINGROOM	Abigail 	A01N01	 Que puis-je faire pour vous ?	What can I do for you?	Done
A01N01_Hip_LIV_00540	00540	LIVINGROOM	Hippolyte 	A01N01	 Bienvenue au Manoir ! La dernière fois qu’on s’est vus, tu avais 13 ans et moi 8… ça date !	Welcome to the Manor! Last time we saw each other, you were 13 and I was 8. It’s been a while!	Done
A01N01_Hip_LIV_00550	00550	LIVINGROOM	Hippolyte 	A01N01	 Tu te souviens quand on montait sur le toit ?	Do you remember when we went up the roof?	Done
A01N01_Kim_LIV_00560	00560	LIVINGROOM	Kim 	A01N01	 Oui ! Ça m’étonne que toi tu t’en souviennes.	Yes! I’m surprised you do too.	Done
A01N01_Hip_LIV_00570	00570	LIVINGROOM	Hippolyte 	A01N01	 Je me demande si tu es toujours aussi téméraire !	I wonder if you’re as audacious as before!	Done
A01N01_Kim_LIV_00580	00580	LIVINGROOM	Kim 	A01N01	 Va savoir… On s’est souvent mis dans des situations impossibles, en tout cas.	Who knows! We often ended up in impossible situations, anyway.	Done
A01N01_Hip_LIV_00590	00590	LIVINGROOM	Hippolyte 	A01N01	 J’aurais bientôt l’occasion de le découvrir, je suppose. Tu as besoin de savoir quelque chose ?	I’ll soon find out, I guess. Do you need to know something?	Done
A01N01_Hip_LIV_00600	00600	LIVINGROOM	Hippolyte 	A01N01	 Tu me criais dessus quand je tirais les cheveux d’Abigail… Et tu voulais toujours me suivre sur les toits, même quand je te disais non !	You always yelled on me when I pulled Abigail’s hair… And you always wanted to follow me on the roof, even when I said no!	Done
A01N01_Kim_LIV_00610	00610	LIVINGROOM	Kim 	A01N01	 Ah bon ?	Really?	Done
A01N01_Hip_LIV_00620	00620	LIVINGROOM	Hippolyte 	A01N01	 Je me demande si tu es toujours aussi protectrice.	I wonder if you are as protective as before.	Done
A01N01_Kim_LIV_00630	00630	LIVINGROOM	Kim 	A01N01	 Va savoir… Je suis toujours aussi loyale envers mes amis, en tout cas.	Who knows! I’m still as loyal to my friends, anyway.	Done
A01N01_Hip_LIV_00640	00640	LIVINGROOM	Hippolyte 	A01N01	 Je n’en doute pas. Tu as besoin de savoir quelque chose ?	I don’t doubt it. Do you need to know something?	Done
A01N01_Kim_LIV_00650	00650	LIVINGROOM	Kim 	A01N01	 A qui penses-tu que le Manoir devrait revenir ?	Whom do you think should get the Manor?	Done
A01N01_Hip_LIV_00660	00660	LIVINGROOM	Hippolyte 	A01N01	 Très sincèrement ? Il n’y a qu’Abigail et moi qui avons un vrai droit au Manoir.	Sincerely? Only Abigail and I have a true right to the Manor.	Done
A01N01_Hip_LIV_00661	00660	LIVINGROOM	Hippolyte 	A01N01	Geoffroy a travaillé ici mais il ne fait pas parti de la famille, même s’il a l’air de penser que ça lui donne des droits sur l’endroit.	Geoffroy has worked here but he isn’t part of the family, even though he seems to think he has rights on the place.	Done
A01N01_Hip_LIV_00662	00660	LIVINGROOM	Hippolyte 	A01N01	Ophélie arrive de nulle part et n’a pas grandi ici… Alors même si ce qu’elle raconte est vrai, elle n’a pas vraiment de raison d’hériter.	Ophélie comes from nowhere and didn’t grow up here… So even if what she says is true, she doesn’t really have any reason of inheriting.	Done
A01N01_Kim_LIV_00670	00670	LIVINGROOM	Kim 	A01N01	 Qu’est-ce qu’elle raconte ?	What does she say?	Done
A01N01_Hip_LIV_00680	00680	LIVINGROOM	Hippolyte 	A01N01	 Apparemment, notre mère aurait été avec un autre homme avant de s’installer ici avec Augustin.	Apparently, our mother was with another man before settling here with Augustin.	Done
A01N01_Kim_LIV_00690	00690	LIVINGROOM	Kim 	A01N01	 Augustin ?	Augustin?	Done
A01N01_Hip_LIV_00700	00700	LIVINGROOM	Hippolyte 	A01N01	 Notre père, à Abigail et moi. Ma mère nous aurait caché son passé et l’existence de sa fille, Ophélie donc.	Our father – Abigail’s and mine. Our mother would have hidden her past and her other daughter – that would be Ophélie – from us.	Done
A01N01_Hip_LIV_00701	00701	LIVINGROOM	Hippolyte 	A01N01	Elle dit que son père a appris la mort de Célestia, et que maintenant qu’il ne risquait plus de mettre le bazar dans sa vie, il pouvait lui dire qui était sa mère…	She says her father learned of Célestia’s death, and now that he didn’t risk making a mess of her life, he told her who her mother was…	Done
A01N01_Hip_LIV_00702	00702	LIVINGROOM	Hippolyte 	A01N01	Sauf qu’Ophélie a interprété ça comme une invitation à mettre le bazar dans nos vies à nous. Mais moi, j’y crois pas trop, à tout ça, c’est trop facile, d’apprendre qu’on est un enfant caché au moment où on parle d’héritage.	Except that Ophélie took that as a reason to make a mess of our own lives! That said, I don’t really believe in all this; it’s too easy, to learn we are a hidden child at the exact moment an inheritance glimpses over.	Done
A01N01_Hip_LIV_00703	00703	LIVINGROOM	Hippolyte 	A01N01	Mais moi, j’y crois pas trop, à tout ça, c’est trop facile, d’apprendre qu’on est un enfant caché au moment où on parle d’héritage.	That said, I don’t really believe in all this; it’s too easy, to learn we are a hidden child at the exact moment an inheritance glimpses over.	Done
A01N01_Hip_LIV_00710	00710	LIVINGROOM	Hippolyte 	A01N01	 Et puis vous êtes toutes des menteuses.	Also you women are all liars.	Done
A01N01_Hip_LIV_00720	00720	LIVINGROOM	Hippolyte 	A01N01	 Et puis les femmes sont toutes des menteuses.	Also women are all liars.	Done
A01N01_Kim_LIV_00730	00730	LIVINGROOM	Kim 	A01N01	 Ça, c’est complètement gratuit.	That comment is completely inappropriate.	Done
A01N01_Hip_LIV_00740	00740	LIVINGROOM	Hippolyte 	A01N01	 Quelle importance ?	So what?	Done
A01N01_Hip_LIV_00750	00750	LIVINGROOM	Hippolyte 	A01N01	 En tout cas, pour en revenir à ta question…	Anyway, to come back to your question…	Done
A01N01_Hip_LIV_00751	00750	LIVINGROOM	Hippolyte 	A01N01	Je ne sais pas trop pourquoi tu me la poses. Je vous connais, vous les filles, vous êtes toujours solidaires…	I don’t really know why you ask. I know you girls, you’ve so much solidarity for each other.	Done
A01N01_Hip_LIV_00752	00750	LIVINGROOM	Hippolyte 	A01N01	C’est évident que tu vas donner le Manoir à ma sœur.	It’s obvious you’ll just hang over the Manor to my sister.	Done
A01N01_NAR_LIV_00760	00760	LIVINGROOM	NARRATEUR 	A01N01	 Décidément, il a un problème avec les femmes. Je ne pensais pas qu’il était devenu si sexiste avec les années… Je sens que nos échanges vont être compliqués.	He has a real problem with women. I didn’t think he’d become so sexist with time… I feel our exchanges are going to be complicated.	Done
A01N01_Hip_LIV_00770	00770	LIVINGROOM	Hippolyte 	A01N01	Ma sœur ne mérite pas l’héritage. Elle a été extrêmement ingrate pour tout ce qu’elle a reçu…	My sister isn’t worthy of the inheritance. She’s been very ungrateful towards everything she’s had here.	Done
A01N01_Hip_LIV_00771	00770	LIVINGROOM	Hippolyte 	A01N01	<color=#425d97ff>Si tu en veux la preuve, je suis sûr que tu trouveras des traces de ses méfaits dans la paperasse du Manoir</color>, il y en a eu tellement au fil des années.	<color=#425d97ff>If you want proof of her wrongdoings, I’m sure you can find it in the Manor’s paperwork, there were so many as years passed by. </color>	Done
A01N01_Kim_LIV_00780	00780	LIVINGROOM	Kim 	A01N01	 Je regarderai, merci pour le conseil.	I’ll look, thanks for the advice.	Done
A01N01_Kim_LIV_00790	00790	LIVINGROOM	Kim 	A01N01	 Comment Célestia est-elle morte ?	How did Célestia die?	Done
A01N01_Hip_LIV_00800	00800	LIVINGROOM	Hippolyte 	A01N01	 …	…	Done
A01N01_Hip_LIV_00810	00810	LIVINGROOM	Hippolyte 	A01N01	 C’était…	It was…	Done
A01N01_Kim_LIV_00820	00820	LIVINGROOM	Kim 	A01N01	 Pardon, ma question était un peu brusque.	Um, sorry, my question was a little blunt.	Done
A01N01_Hip_LIV_00830	00830	LIVINGROOM	Hippolyte 	A01N01	 Non, non, c’est normal que tu te poses la question… Mais ça n’avait rien d’extravagant.	No, don’t worry, it’s obvious you would ask… But it’s not anything weird or what.	Done
A01N01_Hip_LIV_00831	00830	LIVINGROOM	Hippolyte 	A01N01	Elle est tombée de cheval lors d’une promenade autour du Manoir…	She fell off her horse during a stroll around the Manor.	Done
A01N01_Hip_LIV_00832	00830	LIVINGROOM	Hippolyte 	A01N01	Elle allait sûrement au galop, elle adorait tellement la vitesse. C’est tellement… stupide.	I’m sure she was galloping, she loved speed so much. It’s so… stupid.	Done
A01N01_Kim_LIV_00840	00840	LIVINGROOM	Kim 	A01N01	 Je suis désolé#e||•e#.	I’m sorry.	Done
A01N01_Hip_LIV_00850	00850	LIVINGROOM	Hippolyte 	A01N01	 Pas la peine.	Don’t be.	Done
A01N01_Kim_LIV_00860	00860	LIVINGROOM	Kim 	A01N01	 A plus tard.	See you later.	Done
A01N01_Hip_LIV_00870	00870	LIVINGROOM	Hippolyte 	A01N01	 Alors, <color=#425d97ff>tu as trouvé quelque chose contre ma sœur ? Non ? Je suis sûr qu’il y a des indices quelque part.</color>	So, <color=#425d97ff>did you find anything against my sister? No? I’m sure there are hints somewhere.</color>	Done
A01N01_Hip_LIV_00880	00880	LIVINGROOM	Hippolyte 	A01N01	 Bienvenue au Manoir.	Welcome to the Manor.	Done
A01N01_Geo_LIV_00890	00890	LIVINGROOM	Geoffroy 	A01N01	 A votre service.	At your service.	Done
A01N01_Kim_LIV_00900	00900	LIVINGROOM	Kim 	A01N01	 Que pensez-vous d’Abigail ?	What do you think of Abigail?	Done
A01N01_Geo_LIV_00910	00910	LIVINGROOM	Geoffroy 	A01N01	 C’est une femme exemplaire… Je suis heureux de travailler à son service.	She is an exemplary woman. I am very happy to work for her.	Done
A01N01_Geo_LIV_00911	00910	LIVINGROOM	Geoffroy 	A01N01	 Si je puis vous donner un conseil, essayez de respecter au mieux l’étiquette en vigueur dans un lieu comme celui-ci, la vulgarité a tendance à l’agacer.	If I may give you some advice, please try to be as courteous as possible with her, any semblance of vulgarity tends to irritate her.	Done
A01N01_Kim_LIV_00920	00920	LIVINGROOM	Kim 	A01N01	 Que pensez-vous d’Hippolyte ?	What do you think of Hippolyte?	Done
A01N01_Geo_LIV_00930	00930	LIVINGROOM	Geoffroy 	A01N01	 Un jeune homme honorable… Je suis heureux de travailler à son service.	He is an honorable young man. I am very happy to work for him.	Done
A01N01_Geo_LIV_00931	00930	LIVINGROOM	Geoffroy 	A01N01	Si je puis vous donner un conseil, ne lui parlez pas trop de sa sœur… Ils sont adorables, mais quelque peu rivaux.	If I may give you some advice, please do not talk too much about his sister with him… They are both wonderful, but they see each other as rivals.	Done
A01N01_Kim_LIV_00940	00940	LIVINGROOM	Kim 	A01N01	 Une préférence entre les héritiers ?	Do you have a preference between the heirs?	Done
A01N01_Geo_LIV_00950	00950	LIVINGROOM	Geoffroy 	A01N01	 Oh, je ne me permettrai pas !	Oh, I wouldn’t dare!	Done
A01N01_Geo_LIV_00960	00960	LIVINGROOM	Geoffroy 	A01N01	 Mais…	That said…	Done
A01N01_Geo_LIV_00970	00970	LIVINGROOM	Geoffroy 	A01N01	 En vérité…	To tell you the truth…	Done
A01N01_Geo_LIV_00980	00980	LIVINGROOM	Geoffroy 	A01N01	 J’ai été engagé tout jeune par les Castheran.	I’ve been appointed to the Castheran very young.	Done
A01N01_Geo_LIV_00981	00980	LIVINGROOM	Geoffroy 	A01N01	J’ai depuis perdu <color=#787981ff>mon contrat</color> de travail, il doit être quelque part dans le Manoir, mais qui saurait dire où ?	Since then, I’ve lost my work <color=#787981ff>contract</color>. It must be somewhere in the Manor, but who could say where?	Done
A01N01_Geo_LIV_00982	00980	LIVINGROOM	Geoffroy 	A01N01	En tout cas, les Castheran m’avaient promis, à l’époque, que pour récompenser mes bons et loyaux services, ils me remettraient le Manoir à leur mort.	In any case, the Castheran had promised me, back then, that to reward me for my loyal services, I would inherit the Manor.	Done
A01N01_Geo_LIV_00983	00980	LIVINGROOM	Geoffroy 	A01N01	Si ce papier était retrouvé, la question d’à qui revient le Manoir ne se poserait plus…	If this contract was found again, the question of the Manor’s legacy would be definitely answered.	Done
A01N01_Geo_LIV_00984	00980	LIVINGROOM	Geoffroy 	A01N01	Accepteriez-vous de m’aider ? J’ai tant fait pour cette famille.	Would you help me? I’ve done so much for this family.	Done
A01N01_Kim_LIV_00990	00990	LIVINGROOM	Kim 	A01N01	 Bien sûr ! Je ferai tout mon possible.	Of course! I’ll do everything I can	Done
A01N01_Geo_LIV_01000	01000	LIVINGROOM	Geoffroy 	A01N01	 Merci, c’est très gentil à vous.	Thank you, it is so nice of you.	Done
A01N01_Kim_LIV_01010	01010	LIVINGROOM	Kim 	A01N01	 On verra.	We’ll see.	Done
A01N01_Geo_LIV_01020	01020	LIVINGROOM	Geoffroy 	A01N01	 Si vous acceptez de considérer la possibilité que je puisse être héritier, j’en serai très honoré.	If you accept to even consider me as an heir, I would be honored.	Done
A01N01_Kim_LIV_01030	01030	LIVINGROOM	Kim 	A01N01	 Certainement pas.	Obviously not.	Done
A01N01_Geo_LIV_01040	01040	LIVINGROOM	Geoffroy 	A01N01	 Ah… Très bien…	Oh… Very well.	Done
A01N01_Geo_LIV_01041	01040	LIVINGROOM	Geoffroy 	A01N01	Dans ce cas, n’hésitez pas à me demander si vous avez besoin d’aide pour choisir entre les autres candidats, je me tiens à votre disposition.	In that case, please do not hesitate to ask me for any help you may need in choosing between the other candidates. I am entirely at your disposal.	Done
A01N01_Kim_LIV_01050	01050	LIVINGROOM	Kim 	A01N01	 Merci, je n’ai besoin de rien pour le moment.	Thank you, I don’t need anything right now.	Done
A01N01_Geo_LIV_01060	01060	LIVINGROOM	Geoffroy 	A01N01	 Ah, Kim ! Avez-vous pris le temps de chercher mon <color=#787981ff>contrat</color> ?	Oh, Kim ! Did you take the time to look for my <color=#787981ff>contract</color>?	Done
A01N01_Geo_LIV_01061	01060	LIVINGROOM	Geoffroy 	A01N01	Non ? Oh, ce n’est pas grave… C’est à moi de vous servir.	No? Oh, no matter, it’s my job to serve you and not the other way around.	Done
A01N01_Geo_LIV_01062	01060	LIVINGROOM	Geoffroy 	A01N01	Que puis-je pour vous ?	What can I do for you?	Done
A01N01_Geo_LIV_01070	01070	LIVINGROOM	Geoffroy 	A01N01	 A votre service.	At your service.	Done
A01N01_Ern_LIV_01080	01080	LIVINGROOM	Ernest 	A01N01	 Enchanté. Je suis heureux de te retrouver !	Delighted. It’s nice to see you again!	Done
A01N01_Kim_LIV_01090	01090	LIVINGROOM	Kim 	A01N01	 Moi aussi.	Same here.	Done
A01N01_NAR_LIV_01100	01100	LIVINGROOM	NARRATEUR 	A01N01	 Je parlais beaucoup à Ernest, à l’époque. Mais quand mes parents ont déménagé, j’ai perdu contact avec tout le monde.	I talked a lot with Ernest, back then. When my parents moved away though, I lost contact with everyone. 	Done
A01N01_NAR_LIV_01101	01100	LIVINGROOM	NARRATEUR 	A01N01	Je ne sais pas exactement pourquoi… Est-ce moi qui n’ai pas fait l’effort ?	I don’t really know why… Is it I who didn’t put the effort into it?	Done
A01N01_NAR_LIV_01102	01100	LIVINGROOM	NARRATEUR 	A01N01	En tout cas, j’ai envie de savoir ce qu’ils sont devenus. Essayer de rattraper le temps perdu.	Anyway, I want to know what they all became.	Done
A01N01_NAR_LIV_01103	01100	LIVINGROOM	NARRATEUR 	A01N01	Comprendre ce qu’il s’est passé, aussi, pour qu’on s’éloigne tous autant les uns des autres.	I’ll try to make up for lost time and to understand what happened that pulled us so far apart from each other.	Done
A01N01_Ern_LIV_01110	01110	LIVINGROOM	Ernest 	A01N01	 J’ai repris contact avec Abigail et Hippolyte seulement récemment, c’est amusant de voir toute notre petite bande du passé se réunir comme ça.	I contacted Abigail and Hippolyte again only recently, it’s so funny to see our whole little group from the past gathering in this way.	Done
A01N01_Kim_LIV_01120	01120	LIVINGROOM	Kim 	A01N01	 « Amusant » n’est pas vraiment le mot…	Funny isn’t really the word…	Done
A01N01_Ern_LIV_01130	01130	LIVINGROOM	Ernest 	A01N01	 Oui, c’est dommage que ce soit dans ces circonstances. Et il manque Tayla, aussi.	Yes, it’s too bad it’s under these circumstances. Tayla is missing, too.	Done
A01N01_Kim_LIV_01140	01140	LIVINGROOM	Kim 	A01N01	 C’est vrai.	That’s true.	Done
A01N01_NAR_LIV_01150	01150	LIVINGROOM	NARRATEUR 	A01N01	 A l’époque, on habitait tous au village, et Célestia nous invitait toujours jouer au Manoir.	Back then, we all lived in the village, and Célestia would invite us to play at the Manor.	Done
A01N01_NAR_LIV_01151	01150	LIVINGROOM	NARRATEUR 	A01N01	Abigail et Tayla ont le même âge et étaient inséparables, Ernest et moi aussi, et Hippolyte, même s’il est plus jeune, avait aussi sa place avec nous.	Abigail and Tayla are the same age and were inseparable, Ernest and I too, and Hippolyte, even though he was younger, really had a place among us.	Done
A01N01_Ern_LIV_01160	01160	LIVINGROOM	Ernest 	A01N01	 Elle est venue à l’enterrement, mais elle a dû repartir pour des examens. En tout cas, moi, je reste, et je fais de mon mieux pour consoler mes amis.	She came to the funerals, but then she had to leave for exams. Anyway, I’m staying for now, and I’ll try my best to comfort my friends.	Done
